h3_d,pop_dens,geometry
892a100d6cbffff,2686.0,"POLYGON ((-73.98010506399716 40.77034764723833, -73.98220950108795 40.769409374116634, -73.98214060271079 40.767648271163246, -73.97996742775442 40.766825439183954, -73.97786306535866 40.76776364257509, -73.97793180322377 40.7695247476733, -73.98010506399716 40.77034764723833))"
892a1018653ffff,33.0,"POLYGON ((-73.91635006632418 41.01039805034204, -73.91846647590314 41.00945836274876, -73.9183996306186 41.0076920023923, -73.91621653792501 41.006865327687485, -73.91410020412879 41.00780494540596, -73.91416688724294 41.00957130770123, -73.91635006632418 41.01039805034204))"
892a100e4b3ffff,1521.0,"POLYGON ((-73.7965266011691 40.78573054744338, -73.7986350811198 40.784795514184616, -73.79857305790418 40.78303409807667, -73.79640271537157 40.78220771365141, -73.79429431107383 40.78314267744026, -73.79435617365533 40.78490409512148, -73.7965266011691 40.78573054744338))"
892a101b25bffff,750.0,"POLYGON ((-73.95217775839558 41.04659192120571, -73.9542951441677 41.045651175627135, -73.95422689345756 41.04388402228417, -73.95204141939229 41.043057612467216, -73.94992410934053 41.04399828808098, -73.94999219763321 41.04576544347364, -73.95217775839558 41.04659192120571))"
892a100dd73ffff,1452.0,"POLYGON ((-73.9170256389908 40.68745591814804, -73.91912751847113 40.68651971785143, -73.91906110691573 40.68476045209494, -73.91689297583274 40.683937384680895, -73.91479117109573 40.68487351542449, -73.91485742269795 40.686632783132325, -73.9170256389908 40.68745591814804))"
892a1018dabffff,276.0,"POLYGON ((-73.83813737706068 40.930252736566324, -73.84025160294586 40.929315369983655, -73.84018781982547 40.92755077242342, -73.83800997244325 40.926723539745666, -73.83589582247163 40.92766083665145, -73.83595944396826 40.92942543590905, -73.83813737706068 40.930252736566324))"
892a1006ac7ffff,176.0,"POLYGON ((-73.62747456662352 40.7211756176628, -73.62958320600677 40.720244423992575, -73.62952761120928 40.71848447200321, -73.62736353722974 40.717655712630524, -73.6252549741229 40.718586837152394, -73.62531040871883 40.72034679019248, -73.62747456662352 40.7211756176628))"
892a1010e57ffff,394.0,"POLYGON ((-73.68654291922228 40.95788648778776, -73.6886611540104 40.95695165549029, -73.68860305009204 40.95518648428999, -73.68642687320919 40.95435614416128, -73.68430871517803 40.95529090698529, -73.68436665727239 40.957056079408645, -73.68654291922228 40.95788648778776))"
892a101140fffff,300.0,"POLYGON ((-73.74472068299782 41.02538737479468, -73.74684091254917 41.02445073408394, -73.74678052762982 41.02268407538866, -73.74460007544664 41.021854055999526, -73.74247992258391 41.022790627081015, -73.74254014521537 41.02455728717807, -73.74472068299782 41.02538737479468))"
892a100e52bffff,591.0,"POLYGON ((-73.79559791100569 40.759313079684134, -73.79770522169716 40.758378349481895, -73.79764326829083 40.75661751587255, -73.79547416464615 40.75579141089117, -73.79336692952714 40.75672607165128, -73.79342872247993 40.75848690683208, -73.79559791100569 40.759313079684134))"
892a1018e13ffff,1873.0,"POLYGON ((-73.8883833680052 40.952802274576236, -73.89049769109232 40.95186372851416, -73.89043198257608 40.95009862992541, -73.88825211274724 40.94927207554252, -73.88613786539632 40.95021055182932, -73.8862034121376 40.95197565227144, -73.8883833680052 40.952802274576236))"
892a1015e87ffff,504.0,"POLYGON ((-73.63576718911207 40.84789317836597, -73.63788137906484 40.846960470043626, -73.63782532178072 40.8451977235111, -73.63565523561206 40.84436768422802, -73.63354112230772 40.845300323263594, -73.63359701852326 40.847063070866206, -73.63576718911207 40.84789317836597))"
892a103a463ffff,117.0,"POLYGON ((-73.70859906394087 40.65317801829496, -73.7107031922804 40.652246052343735, -73.71064463850901 40.65048758366847, -73.70848211613296 40.649661079635806, -73.70637806345202 40.65059297638271, -73.70643645748818 40.65235144636381, -73.70859906394087 40.65317801829496))"
892a1076a7bffff,19.0,"POLYGON ((-73.94693705804393 40.57578842371813, -73.94903340531053 40.57485289408094, -73.94896603262693 40.57309610057833, -73.94680247186828 40.572274834662515, -73.9447061988438 40.573210294814295, -73.94477341233541 40.57496709036449, -73.94693705804393 40.57578842371813))"
892a100ed97ffff,456.0,"POLYGON ((-73.76420494598968 40.717819092015866, -73.76631096495315 40.716885394021205, -73.76625024417459 40.71512548266582, -73.76408366460448 40.71429926782668, -73.76197772123462 40.71523289646812, -73.76203828184086 40.716992809299136, -73.76420494598968 40.717819092015866))"
892a101a9a7ffff,14.0,"POLYGON ((-73.78718623422014 40.94744553475293, -73.7893021661533 40.9465089339838, -73.78924028063857 40.94474396919508, -73.78706262493644 40.943915603634984, -73.7849467692261 40.94485213478744, -73.78500849299468 40.94661710111383, -73.78718623422014 40.94744553475293))"
892a10763c3ffff,1604.0,"POLYGON ((-73.94022717963833 40.623465348010825, -73.94232577605793 40.62252941888515, -73.94225858619791 40.620771567667916, -73.94009295943368 40.61994964354821, -73.93799443743993 40.62088550315049, -73.93806146778412 40.62264335639306, -73.94022717963833 40.623465348010825))"
892a10058c3ffff,355.0,"POLYGON ((-73.73375996561357 40.702729065100336, -73.73586585932019 40.70179609563235, -73.73580629997352 40.70003652440187, -73.73364100699108 40.69920992125482, -73.73153518897921 40.70014282143083, -73.73159458825467 40.70190239404304, -73.73375996561357 40.702729065100336))"
892a100739bffff,93.0,"POLYGON ((-73.69775929935209 40.77761782569155, -73.69986920596557 40.77668471677008, -73.69981090386393 40.7749235008046, -73.69764285573288 40.77409539249134, -73.6955330252334 40.775028432101024, -73.69559116675063 40.776789649332926, -73.69775929935209 40.77761782569155))"
892a10771bbffff,5791.0,"POLYGON ((-73.97475251952504 40.633096763177775, -73.97685091529858 40.632160090772416, -73.97678241860304 40.63040202230058, -73.97461568571096 40.62958062409918, -73.97251736422365 40.63051722691998, -73.9725857013417 40.63227529752391, -73.97475251952504 40.633096763177775))"
892a100ee17ffff,2882.0,"POLYGON ((-73.81808412054836 40.7296646456444, -73.82018969260027 40.72872981934359, -73.82012693446333 40.72696963588406, -73.81795876452351 40.72614427708, -73.81585326783781 40.72707903393429, -73.81591586572533 40.72883921903635, -73.81808412054836 40.7296646456444))"
892a1006183ffff,936.0,"POLYGON ((-73.59015507214849 40.75905910864897, -73.59226608516377 40.75812820254626, -73.59221184681974 40.75636742507949, -73.5900467559213 40.75553755277986, -73.5879358194889 40.756468389753834, -73.58798989737174 40.75822916815335, -73.59015507214849 40.75905910864897))"
892a1006bdbffff,1370.0,"POLYGON ((-73.61637909328606 40.70823218052934, -73.61848735126259 40.707301332541206, -73.61843218800293 40.70554166977072, -73.61626892687998 40.70471285396864, -73.61416074519221 40.70564363283825, -73.6142157483383 40.70740329662568, -73.61637909328606 40.70823218052934))"
892a1072ccbffff,10881.0,"POLYGON ((-74.00858161442922 40.7325610350987, -74.01068383653228 40.73162264744248, -74.01061392486535 40.729862375606345, -74.00844195134549 40.72904048918926, -74.00633980367631 40.729978807110435, -74.00640955509263 40.731739081180926, -74.00858161442922 40.7325610350987))"
892a1011d33ffff,43.0,"POLYGON ((-73.70560412698534 40.94947193099415, -73.70772163542334 40.948536832247605, -73.70766282325842 40.94677184053548, -73.70548666442016 40.94594194628417, -73.70336923261698 40.9468769755364, -73.7034278830169 40.94864196853145, -73.70560412698534 40.94947193099415))"
892a1002a8bffff,13.0,"POLYGON ((-73.73225569700541 40.84818864437289, -73.73436815338354 40.84725413380964, -73.73430846555895 40.84549135675805, -73.73213648242219 40.844663088896276, -73.73002410221676 40.84559753002501, -73.73008362897504 40.847360308447215, -73.73225569700541 40.84818864437289))"
892a101852fffff,1041.0,"POLYGON ((-73.86134219574166 40.97735945587444, -73.86345812265888 40.976421149970015, -73.86339339986425 40.974655518431604, -73.86121291209894 40.97382819102671, -73.85909706113229 40.97476642717226, -73.85916162197995 40.976532060478746, -73.86134219574166 40.97735945587444))"
892a1006003ffff,16.0,"POLYGON ((-73.61408746074193 40.77170858290666, -73.61619861189152 40.770777095287734, -73.61614345998326 40.76901603180361, -73.61397731747218 40.76818645492912, -73.61186624282914 40.769117873370064, -73.61192123419029 40.770878937860665, -73.61408746074193 40.77170858290666))"
892a100d5d7ffff,1650.0,"POLYGON ((-73.92593102760794 40.75328734248388, -73.92803569222802 40.752350259343366, -73.92796885304074 40.75058953832189, -73.92579750963418 40.74976589846125, -73.92369291992317 40.75070291196937, -73.92375959870921 40.75246363496774, -73.92593102760794 40.75328734248388))"
892a10089b7ffff,2901.0,"POLYGON ((-73.94404732693006 40.77924823322562, -73.94615282396774 40.77831053153195, -73.94608526716195 40.77654923607842, -73.94391237389485 40.7757256402833, -73.94180695175932 40.776663272291415, -73.94187434798826 40.77842456977737, -73.94404732693006 40.77924823322562))"
892a100721bffff,651.0,"POLYGON ((-73.72173234664986 40.79024875385386, -73.72384238706245 40.789315062785136, -73.72378316841937 40.78755356283943, -73.721614070033 40.786725752619226, -73.71950410565718 40.78765937432707, -73.7195631636306 40.78942087561318, -73.72173234664986 40.79024875385386))"
892a1076147ffff,531.0,"POLYGON ((-73.91647493254102 40.61617946930944, -73.91857363683049 40.6152440587878, -73.91850734664955 40.61348637210205, -73.9163425116475 40.6126640939832, -73.91424388187771 40.61359943502425, -73.91431001258985 40.61535712366192, -73.91647493254102 40.61617946930944))"
892a10605b7ffff,183.0,"POLYGON ((-74.14580746204666 40.58875659966038, -74.14790074231679 40.587817263131214, -74.14782590991699 40.58606016958576, -74.14565795650105 40.585242409903344, -74.14356474953398 40.58618167663963, -74.14363942267927 40.58793877284842, -74.14580746204666 40.58875659966038))"
892a100322fffff,1123.0,"POLYGON ((-73.82860266651086 40.90400729364174, -73.83071588341785 40.90307038725785, -73.8306524951927 40.90130636624641, -73.82847605150381 40.90047924994746, -73.82636291047282 40.90141608669504, -73.8264261372543 40.903180109375064, -73.82860266651086 40.90400729364174))"
892a1015d07ffff,16.0,"POLYGON ((-73.59861245499147 40.824965361983004, -73.6007262820683 40.824033592211855, -73.60067164937117 40.82227136038413, -73.5985033505092 40.82144089736915, -73.59638960018901 40.82237259793325, -73.59644407197382 40.82413483071655, -73.59861245499147 40.824965361983004))"
892a1018d93ffff,2499.0,"POLYGON ((-73.83422649368791 40.940951251647455, -73.83634127361829 40.940013842931165, -73.83627762335601 40.938249011833555, -73.83409935486081 40.93742158776465, -73.83198465089812 40.93835892679935, -73.83204813946254 40.9401237595817, -73.83422649368791 40.940951251647455))"
892a1033353ffff,135.0,"POLYGON ((-73.60381561257465 40.647799960461704, -73.6059213860637 40.6468699972486, -73.6058667644697 40.64511167581372, -73.60370652908887 40.644283316608075, -73.60160083175401 40.64521321078198, -73.60165529364546 40.64697153319794, -73.60381561257465 40.647799960461704))"
892a100ae23ffff,297.0,"POLYGON ((-73.92954360368608 40.848425011726235, -73.93165247238255 40.84748682766143, -73.93158536150524 40.845724011870125, -73.92940954298342 40.84489937815569, -73.92730074948231 40.84583749248744, -73.92736769930723 40.84760031026388, -73.92954360368608 40.848425011726235))"
892a103a6a7ffff,611.0,"POLYGON ((-73.71713268581047 40.65296691436777, -73.71923665064813 40.65203479245221, -73.71917777740903 40.65027632642838, -73.71701509906532 40.64944998098499, -73.71491120984378 40.65038203368348, -73.71496992334949 40.65214050103963, -73.71713268581047 40.65296691436777))"
892a10033b7ffff,14.0,"POLYGON ((-73.7982007483603 40.8941877191268, -73.80031407739412 40.89325148499545, -73.80025184741228 40.891487684693324, -73.79807644977458 40.89066011694552, -73.79596319673593 40.89159628149641, -73.79602526533942 40.89336008337273, -73.7982007483603 40.8941877191268))"
892a100188fffff,84.0,"POLYGON ((-73.83432356982027 40.82444414745474, -73.83643310122784 40.82350799298385, -73.83636960542209 40.82174571792926, -73.83419673910488 40.82091959565336, -73.83208728328803 40.82185568055857, -73.83215061819726 40.82361795730257, -73.83432356982027 40.82444414745474))"
892a10cc957ffff,101.0,"POLYGON ((-73.97574071507323 41.043310289568424, -73.97785751798433 41.04236913948102, -73.97778838183243 41.04060205540421, -73.97560260516103 41.03977611928848, -73.97348587784151 41.04071719937891, -73.97355485160135 41.04248428557923, -73.97574071507323 41.043310289568424))"
892a100adbbffff,918.0,"POLYGON ((-73.87773440050131 40.83919881047515, -73.87984380274425 40.8382616892799, -73.87977865397364 40.83649908301444, -73.87760426395374 40.83567359611736, -73.87549493713382 40.83661064766671, -73.87555992491036 40.838373255756224, -73.87773440050131 40.83919881047515))"
892a1002c77ffff,17.0,"POLYGON ((-73.69609855144932 40.857018515927045, -73.69821206121351 40.856084584501254, -73.69815372274273 40.85432162187318, -73.69598203563626 40.85349258941054, -73.6938686022523 40.85442645144821, -73.69392677959422 40.856189415333844, -73.69609855144932 40.857018515927045))"
892a1076b07ffff,87.0,"POLYGON ((-73.91855096354064 40.558082659290605, -73.92064703880678 40.55714784780877, -73.92058075293899 40.55539145138171, -73.91841855087968 40.55456986447345, -73.91632254993911 40.55550460653008, -73.91638867673186 40.557261004917386, -73.91855096354064 40.558082659290605))"
892a1011ecbffff,48.0,"POLYGON ((-73.76251946881852 40.97986816353937, -73.76463731502123 40.97893167617884, -73.76457631728525 40.977166007370954, -73.76239763531791 40.976336824461455, -73.76027986556639 40.977273242210686, -73.76034070133062 40.97903891247791, -73.76251946881852 40.97986816353937))"
892a100edafffff,458.0,"POLYGON ((-73.76811295653962 40.70715260025776, -73.77021842648261 40.70621894530286, -73.7701575729165 40.70445926886297, -73.76799140950632 40.70363324588696, -73.76588601510336 40.70456683149337, -73.76594670857016 40.70632650942147, -73.76811295653962 40.70715260025776))"
892a1006c43ffff,1551.0,"POLYGON ((-73.59377976059714 40.73783107160698, -73.59588975424464 40.73690032585017, -73.59583540440325 40.73514001578925, -73.59367122123014 40.73431045053715, -73.59156130407851 40.73524112718071, -73.59161549360381 40.73700143818681, -73.59377976059714 40.73783107160698))"
892a10073a3ffff,680.0,"POLYGON ((-73.69313286300442 40.76715583864907, -73.69524238311863 40.766222928490144, -73.6951842677865 40.76446194429205, -73.69301679285289 40.763633868997516, -73.69090734884153 40.7645667098621, -73.69096530366059 40.766327695312754, -73.69313286300442 40.76715583864907))"
892a100d44fffff,8439.0,"POLYGON ((-73.95627150348521 40.76305501339733, -73.95837605059467 40.762117261474984, -73.95830805802147 40.760356321622496, -73.95613567880322 40.75953313161864, -73.9540312064837 40.76047081385339, -73.95409903859209 40.76223175577678, -73.95627150348521 40.76305501339733))"
892a100882fffff,8217.0,"POLYGON ((-73.9744087894433 40.789014704475136, -73.97651416797994 40.78807633343688, -73.97644545621883 40.78631481972992, -73.974271526561 40.78549167493181, -73.97216622280709 40.7864299762293, -73.97223477392782 40.78819149206283, -73.9744087894433 40.789014704475136))"
892a100e657ffff,2280.0,"POLYGON ((-73.84583033547572 40.7871135895, -73.84793797996784 40.7861776252048, -73.847874102341 40.78441616992457, -73.8457027408615 40.783590677210135, -73.84359517178305 40.784526571959546, -73.84365888877004 40.78628802896638, -73.84583033547572 40.7871135895))"
892a10184b7ffff,269.0,"POLYGON ((-73.86231244492167 41.00384886091537, -73.86442955057943 41.00291025242849, -73.86436475451535 41.001144042290726, -73.86218301492319 41.00031643886683, -73.86006598529706 41.001254977567044, -73.86013061923101 41.00302118947497, -73.86231244492167 41.00384886091537))"
892a10c4a8bffff,44.0,"POLYGON ((-73.80007207262835 41.0691057907311, -73.80219327085058 41.068167647621785, -73.8021307371126 41.06640002556352, -73.7999471677395 41.06557054503865, -73.79782604607259 41.066508618391026, -73.79788841722306 41.068276242022364, -73.80007207262835 41.0691057907311))"
892a1004ea7ffff,179.0,"POLYGON ((-73.65858575624495 40.69136900359088, -73.66069249782907 40.69043755290096, -73.66063577176281 40.68867825135786, -73.65847246410938 40.687850399353024, -73.6563657985524 40.688781780876695, -73.65642236462136 40.69054108356863, -73.65858575624495 40.69136900359088))"
892a101a463ffff,57.0,"POLYGON ((-73.82700671724923 41.03923553394381, -73.82912606994533 41.03829720601261, -73.82906255861435 41.03653022976203, -73.82687985696506 41.03570157978134, -73.8247605805921 41.03663983794426, -73.82482392954488 41.03840681585333, -73.82700671724923 41.03923553394381))"
892a106218fffff,190.0,"POLYGON ((-74.1105767268617 40.61350894098654, -74.11267175801586 40.612569979196145, -74.11259820508745 40.61081233681264, -74.11042978043172 40.60999365366307, -74.10833482283195 40.61093254568739, -74.10840821633298 40.61269019062457, -74.1105767268617 40.61350894098654))"
892a1005547ffff,151.0,"POLYGON ((-73.7268162911204 40.75046509266141, -73.72892445214309 40.749531736125775, -73.72886509285067 40.74777111210843, -73.72669773293252 40.74694384326587, -73.7245896477928 40.74787713047249, -73.7246488466879 40.749637755847864, -73.7268162911204 40.75046509266141))"
892a100f2abffff,427.0,"POLYGON ((-73.92265446722213 40.7798164514879, -73.92476038132824 40.77887914039016, -73.92469362741892 40.77711783490766, -73.92252111998596 40.77629383855426, -73.92041528088981 40.77723107999795, -73.92048187421622 40.77899238744628, -73.92265446722213 40.7798164514879))"
892a1001573ffff,5836.0,"POLYGON ((-73.8339894035984 40.87474083927363, -73.83610120388703 40.87380414793146, -73.8360376524699 40.872040767908025, -73.83386246200558 40.87121407753746, -73.83175073747157 40.8721506992643, -73.83181412764684 40.873914080974224, -73.8339894035984 40.87474083927363))"
892a100c0c7ffff,1211.0,"POLYGON ((-73.88238742569581 40.733286644144506, -73.8844919891917 40.73235058590981, -73.88442681278 40.73059031205266, -73.88225723314078 40.72976609458517, -73.88015274470534 40.730702083272874, -73.88021776084824 40.732462358972235, -73.88238742569581 40.733286644144506))"
892a107461bffff,2202.0,"POLYGON ((-73.99971995506328 40.61658140733755, -74.00181715719712 40.61564445547833, -74.00174774982862 40.613886750995356, -73.99958129978843 40.613065996158824, -73.99748417176565 40.61400287841296, -73.99755341967155 40.6157605851059, -73.99971995506328 40.61658140733755))"
892a103140fffff,126.0,"POLYGON ((-73.62703015332308 40.63932692753457, -73.62913513030817 40.638396624820864, -73.62907964906083 40.636638484479406, -73.6269193504724 40.63581064579531, -73.62481444950058 40.63674087944276, -73.62486977110359 40.63849902083775, -73.62703015332308 40.63932692753457))"
892a1008d6fffff,12709.0,"POLYGON ((-73.95525296395792 40.79217370828714, -73.95735883546348 40.79123565807653, -73.95729083893404 40.78947407670206, -73.95511713156273 40.7886505434685, -73.95301133494499 40.789588523963836, -73.95307917081031 40.79135010740517, -73.95525296395792 40.79217370828714))"
892a100e957ffff,1419.0,"POLYGON ((-73.79764412308565 40.69583825093829, -73.79974855047635 40.694904170937306, -73.79968660411214 40.69314473878133, -73.79752039037709 40.692319385043156, -73.79541603834473 40.6932533956623, -73.7954778246887 40.69501282939866, -73.79764412308565 40.69583825093829))"
892a1011873ffff,342.0,"POLYGON ((-73.74648578277255 40.95111350217992, -73.7486026219449 40.950177622072815, -73.74854226623778 40.94841258527479, -73.74636523313204 40.94758342717055, -73.74424847039681 40.948519237719296, -73.74430866432982 40.95028427592782, -73.74648578277255 40.95111350217992))"
892a1062373ffff,843.0,"POLYGON ((-74.15298733186465 40.60702617103899, -74.1550812932275 40.60608650001951, -74.15500616296868 40.604329000888896, -74.15283723072368 40.60351117008968, -74.15074334268537 40.604450771287226, -74.150818313567 40.60620827310309, -74.15298733186465 40.60702617103899))"
892a1000d2bffff,324.0,"POLYGON ((-73.73697860432146 40.797804735805755, -73.73908870809481 40.79687067961601, -73.73902890690574 40.795109009813686, -73.73685916266352 40.79428139481073, -73.73474913487617 40.79521538160886, -73.73480877534467 40.79697705279873, -73.73697860432146 40.797804735805755))"
892a103b25bffff,394.0,"POLYGON ((-73.83271368942776 40.660606925408615, -73.8348159029804 40.65967257873419, -73.83475268891391 40.65791391988943, -73.83258742107226 40.65708960602569, -73.83048528259268 40.658023883300636, -73.8305483368813 40.659782543836, -73.83271368942776 40.660606925408615))"
892a1062acbffff,33.0,"POLYGON ((-74.1518621204352 40.58066746728845, -74.15395492917344 40.579728109020806, -74.15387988315061 40.57797119510805, -74.1517121875878 40.577153636777915, -74.14961945209751 40.578092925251994, -74.14969433892155 40.57984984184697, -74.1518621204352 40.58066746728845))"
892a10ccdafffff,485.0,"POLYGON ((-73.94602895094204 41.0547159156583, -73.94814681737252 41.053775197560256, -73.94807878717255 41.05200786791463, -73.94589305301612 41.05118125433404, -73.9437752623631 41.05212190246848, -73.9438431300886 41.05388923414429, -73.94602895094204 41.0547159156583))"
892a1015847ffff,51.0,"POLYGON ((-73.63937822809723 40.826639871408126, -73.64149139534393 40.82570732335445, -73.64143522768865 40.82394504309968, -73.63926605370891 40.823115309813375, -73.63715296302341 40.824047788595806, -73.63720896975612 40.82581006993296, -73.63937822809723 40.826639871408126))"
892a100f313ffff,1812.0,"POLYGON ((-73.91146104116827 40.76689004271212, -73.91356658019622 40.765953079825195, -73.91350026509825 40.76419206064025, -73.91132857146754 40.76336800240799, -73.9092231074637 40.76430489567059, -73.90928926206604 40.76606591678699, -73.91146104116827 40.76689004271212))"
892a100a963ffff,3551.0,"POLYGON ((-73.90896959128 40.81456559321235, -73.9110773154551 40.813628158617675, -73.91101102656394 40.811866089764, -73.90883717431944 40.81104145358003, -73.90672952533335 40.811978818506404, -73.90679565340231 40.813740889282236, -73.90896959128 40.81456559321235))"
892a100ca03ffff,3669.0,"POLYGON ((-73.89508505439723 40.67218701942735, -73.89718665106713 40.67125139189008, -73.89712108352066 40.66949246691628, -73.89495407915516 40.66866916759324, -73.89285255728815 40.66960472562568, -73.89291796498331 40.671363652483215, -73.89508505439723 40.67218701942735))"
892a1062c4fffff,16.0,"POLYGON ((-74.11395708290115 40.59229929672979, -74.1160511071219 40.591360507181136, -74.11597746090514 40.58960333545141, -74.11380994975029 40.58878495070294, -74.1117159990009 40.58972367050202, -74.1117894859345 40.59148084479631, -74.11395708290115 40.59229929672979))"
892a10384b7ffff,575.0,"POLYGON ((-73.74370089748878 40.61799320760011, -73.74580281768553 40.617060973028956, -73.74574299359459 40.61530327638482, -73.74358140880098 40.614477812892794, -73.74147956397779 40.61540997824153, -73.7415392285743 40.61716767630194, -73.74370089748878 40.61799320760011))"
892a100c3dbffff,714.0,"POLYGON ((-73.90112822671199 40.719580866714516, -73.9032318342829 40.718644610385574, -73.9031659737343 40.716884636586535, -73.9009966657879 40.71606091721276, -73.89889313314109 40.716997103980304, -73.89895883351615 40.71875707968023, -73.90112822671199 40.719580866714516))"
892a1031ecbffff,186.0,"POLYGON ((-73.64479480235347 40.594043772704744, -73.64689743351778 40.59311363050495, -73.64684134101658 40.59135649010737, -73.64468277668728 40.590529490795895, -73.64258022130323 40.59145956394745, -73.64263615446791 40.593216705455916, -73.64479480235347 40.594043772704744))"
892a100160fffff,31.0,"POLYGON ((-73.87540000287314 40.892207158517834, -73.8775118328297 40.89126950774269, -73.87744669822324 40.889505738063065, -73.8752698950183 40.88867961734081, -73.87315814066702 40.88961719842068, -73.87322311391496 40.89138096991525, -73.87540000287314 40.892207158517834))"
892a1074567ffff,2136.0,"POLYGON ((-73.95809508293011 40.58867975194704, -73.96019180136489 40.587743874793965, -73.96012399269051 40.5859867936504, -73.95795962485901 40.58516558757536, -73.95586298065221 40.58610139521343, -73.95593063004848 40.587858478438754, -73.95809508293011 40.58867975194704))"
892a100f293ffff,284.0,"POLYGON ((-73.9187750748702 40.79049840245551, -73.92088153920876 40.7895610472009, -73.92081491586978 40.787799506887254, -73.91864198884822 40.78697531987193, -73.91653559957302 40.78791260546758, -73.91660206225558 40.78967414773471, -73.9187750748702 40.79049840245551))"
892a1018953ffff,15.0,"POLYGON ((-73.86779398223355 40.918891310779365, -73.86990715348577 40.917953513811966, -73.86984226836014 40.9161891604168, -73.86766437352486 40.915362602195884, -73.86555127800186 40.916300329452866, -73.86561600158454 40.918064684638345, -73.86779398223355 40.918891310779365))"
892a100d9cbffff,1976.0,"POLYGON ((-73.93167023377697 40.67914277102133, -73.9337714740647 40.678206390570224, -73.93370452526187 40.676447306924935, -73.93153649606593 40.67562460173091, -73.92943533042282 40.676560912615436, -73.92950211933058 40.67831999825777, -73.93167023377697 40.67914277102133))"
892a1004423ffff,2334.0,"POLYGON ((-73.6560121580512 40.74427023241829, -73.65812132034918 40.743338259299584, -73.65806462687813 40.74157778948525, -73.655898931467 40.74074929164856, -73.65378984538025 40.74168119555234, -73.65384637849309 40.743441666504914, -73.6560121580512 40.74427023241829))"
892a100563bffff,1606.0,"POLYGON ((-73.76361445325367 40.762764189973325, -73.7657224995816 40.76183001665732, -73.76566174276144 40.76006911331422, -73.76349310009222 40.759242381812406, -73.76138512950564 40.76017648573126, -73.76144572584656 40.761937390546244, -73.76361445325367 40.762764189973325))"
892a1075583ffff,190.0,"POLYGON ((-74.0190121435405 40.61869387493143, -74.02110908670906 40.61775654390077, -74.0210389539035 40.61599879102967, -74.0188720374035 40.61517836691672, -74.01677516825755 40.616115628311505, -74.01684514158848 40.617873383452334, -74.0190121435405 40.61869387493143))"
892a100f06fffff,2156.0,"POLYGON ((-73.90962010958462 40.77487160480465, -73.91172604024638 40.773934589272166, -73.91165978301586 40.77217339439331, -73.90948775567355 40.77134921311864, -73.90738190007053 40.77228615902157, -73.90744799675065 40.77404735582591, -73.90962010958462 40.77487160480465))"
892a10045bbffff,2486.0,"POLYGON ((-73.63430219102796 40.73422290764908, -73.63641129336573 40.73329144655459, -73.63635542684857 40.731531204462414, -73.63419061828365 40.730702422390685, -73.63208159223112 40.73163381431342, -73.63213729845793 40.73339405747684, -73.63430219102796 40.73422290764908))"
892a101a6a7ffff,42.0,"POLYGON ((-73.83561115018311 41.03901599217204, -73.83773033533599 41.038077505704265, -73.837666499252 41.036310532811044, -73.83548364039063 41.035482044697346, -73.83336453151716 41.03642046138401, -73.8334282052252 41.03818743596265, -73.83561115018311 41.03901599217204))"
892a1005e7bffff,842.0,"POLYGON ((-73.7575240198656 40.7100606430368, -73.7596298120404 40.70912715308389, -73.75956935192522 40.7073674145844, -73.75740325975467 40.706541164579846, -73.75529754318136 40.70747458519743, -73.75535784317672 40.709234325152096, -73.7575240198656 40.7100606430368))"
892a10c5b13ffff,720.0,"POLYGON ((-73.8623958832686 41.064862881908326, -73.86451574703608 41.06392361797842, -73.86445086325564 41.06215607796897, -73.86226627826036 41.06132780011835, -73.86014649072246 41.06226699420087, -73.86021121194985 41.06403453597856, -73.8623958832686 41.064862881908326))"
892a103852fffff,66.0,"POLYGON ((-73.7428051680027 40.591631552118734, -73.74490592612428 40.590699620898924, -73.74484616912794 40.58894250969698, -73.74268581332537 40.588117328297386, -73.74058513049725 40.589049190322505, -73.74064472817788 40.5908063029391, -73.7428051680027 40.591631552118734))"
892a1062bd7ffff,671.0,"POLYGON ((-74.12765060120353 40.56288861362813, -74.12974306460774 40.56194989776459, -74.12966895239144 40.56019337919652, -74.12750253585253 40.559375573881674, -74.12541014576034 40.56031422000525, -74.12548409889453 40.56207074118087, -74.12765060120353 40.56288861362813))"
892a1001e4fffff,2646.0,"POLYGON ((-73.86916647264846 40.83942162785691, -73.87127604148009 40.83848466354179, -73.87121121469873 40.83672205364155, -73.86903698008169 40.835896406256225, -73.86692748671629 40.836833300938096, -73.8669921525013 40.838595912635725, -73.86916647264846 40.83942162785691))"
892a10ccd97ffff,8.0,"POLYGON ((-73.94213202103819 41.065434792887935, -73.94425044411497 41.064494032427795, -73.94418254562274 41.0627264698401, -73.94199638660257 41.061899665692, -73.93987803935751 41.06284035618369, -73.93994577530046 41.0646079207891, -73.94213202103819 41.065434792887935))"
892a100d833ffff,1807.0,"POLYGON ((-73.93614078928911 40.68430662349177, -73.93824217885764 40.68337010388968, -73.93817505507353 40.68161090546585, -73.93600670165026 40.68078822463052, -73.93390538672072 40.68172467465415, -73.93397235057505 40.68348387508876, -73.93614078928911 40.68430662349177))"
892a106200fffff,1019.0,"POLYGON ((-74.13458434361868 40.62602900635274, -74.13667949068345 40.62508946394852, -74.13660501914669 40.623331543446454, -74.13443556005345 40.62251316271798, -74.13234048646355 40.62345263530808, -74.13241479849148 40.625210558438, -74.13458434361868 40.62602900635274))"
